label,kode_gedung,nama_lokasi,provinsi,kawasan,area,alamat_lokasi,peruntukan,kab_kota,witel,kelas_berbayar,luasan_berbayar,keterangan,histori,simpan,id
3253202103 - GEDUNG KOSONG SUKARESMI - IDLE,3253202103,GEDUNG KOSONG SUKARESMI,JAWA BARAT,PRIANGANBARAT,TR3,"JL. MARWATI NO. 14, SUKARESMI - CIANJUR, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,130.85,AKTIF,,,ID002225
3253202201 - STO TANGGEUNG - OFFICE,3253202201,STO TANGGEUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA TANGGEUNG NO. 1, RT. 03 / 01, KEL. TANGGEUNG, KEC. TANGGEUNG, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,179.13,AKTIF,,,ID002226
3253202202 - GEDUNG KOSONG TANGGEUNG - IDLE,3253202202,GEDUNG KOSONG TANGGEUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA TANGGEUNG NO. 1, RT. 03 / 01, KEL. TANGGEUNG, KEC. TANGGEUNG, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,80.97,AKTIF,,,ID002227
3253202203 - HALAMAN STO TANGGEUNG - HALAMAN,3253202203,HALAMAN STO TANGGEUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA TANGGEUNG NO. 1, RT. 03 / 01, KEL. TANGGEUNG, KEC. TANGGEUNG, KAB. CIANJUR",HALAMAN,KAB. CIANJUR,PRIANGAN BARAT,KELAS 6,293.21,AKTIF,,,ID002228
2143203401A - STO PARUNG - IDLE,2143203401A,STO PARUNG,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,94.60,AKTIF,,,ID004819
3253200801A - PLASA / STO CIBADAK - IDLE,3253200801A,PLASA / STO CIBADAK,JAWA BARAT,PRIANGANBARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,68.89,AKTIF,,,ID004820
3253200301A - PLASA / EKS CATEL SINDANGLAYA - IDLE,3253200301A,PLASA / EKS CATEL SINDANGLAYA,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,93.03,AKTIF,,,ID004821
2123205001 - OPMC BOGOR - OFFICE,2123205001,OPMC BOGOR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA PAJAJARAN NO.39, RT.04/RW.06, BABAKAN, KECAMATAN BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",OFFICE,KOTA BOGOR,PRIANGAN BARAT,KELAS 3,236.21,AKTIF,,,ID004862
2123205001A - OPMC BOGOR - POP ETC,2123205001A,OPMC BOGOR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA PAJAJARAN NO.39, RT.04/RW.06, BABAKAN, KECAMATAN BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",POP ETC,KOTA BOGOR,PRIANGAN BARAT,KELAS 3,74.02,AKTIF,,,ID004863
2123205001B - OPMC BOGOR - IDLE,2123205001B,OPMC BOGOR,JAWA BARAT,PRIANGANBARAT,TR3,"JL. RAYA PAJAJARAN NO.39, RT.04/RW.06, BABAKAN, KECAMATAN BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",IDLE,KOTA BOGOR,PRIANGAN BARAT,KELAS 4,"1,980.40",AKTIF,,,ID004864
3213205202 - GEDUNG D - OFFICE,3213205202,GEDUNG D,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,"1,920.07",AKTIF,,,ID001937
3213205204 - GEDUNG J LABORATORIUM - OFFICE,3213205204,GEDUNG J LABORATORIUM,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,"1,059.12",AKTIF,,,ID001939
3213205215 - RUMAH DINAS 1 ADMINISTRASI - OFFICE,3213205215,RUMAH DINAS 1 ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,364.99,AKTIF,,,ID001949
3213205217 - GEDUNG MSC - OFFICE,3213205217,GEDUNG MSC,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,627.19,AKTIF,,,ID001951
3213205221 - GEDUNG F KELAS - OFFICE,3213205221,GEDUNG F KELAS,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,"1,231.98",AKTIF,,,ID001955
3213205223 - GEDUNG H ADMINISTRASI - OFFICE,3213205223,GEDUNG H ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,"1,231.98",AKTIF,,,ID001957
3213205233 - IDEC BANDUNG GD. UTAMA - OFFICE,3213205233,IDEC BANDUNG GD. UTAMA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,"5,790.30",AKTIF,,,ID001966
3213205234 - IDEC BANDUNG GD. MENARA - OFFICE,3213205234,IDEC BANDUNG GD. MENARA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 2,"7,838.00",AKTIF,,,ID001967
3213205203 - GEDUNG HARMONIZE - OFFICE,3213205203,GEDUNG HARMONIZE,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,"1,277.01",AKTIF,,,ID001938
3213205205 - GEDUNG K LABORATORIUM - OFFICE,3213205205,GEDUNG K LABORATORIUM,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,"2,118.02",AKTIF,,,ID001940
3213205206 - GEDUNG M1 ADMINISTRASI - OFFICE,3213205206,GEDUNG M1 ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,300.00,AKTIF,,,ID001941
3213205207 - GEDUNG M2 ADMINISTRASI - OFFICE,3213205207,GEDUNG M2 ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,"3,663.97",AKTIF,,,ID001942
3213205208 - GEDUNG N ADMINISTRASI - OFFICE,3213205208,GEDUNG N ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,"3,038.03",AKTIF,,,ID001943
3213205211 - GEDUNG TOW & TOA - OFFICE,3213205211,GEDUNG TOW & TOA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,965.54,AKTIF,,,ID001946
3213205216 - RUMAH DINAS 3 ADMINISTRASI - OFFICE,3213205216,RUMAH DINAS 3 ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,290.00,AKTIF,,,ID001950
3213205222 - GEDUNG G KELAS - OFFICE,3213205222,GEDUNG G KELAS,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,"1,232.00",AKTIF,,,ID001956
3213205224 - GEDUNG INNOVATION CENTER - OFFICE,3213205224,GEDUNG INNOVATION CENTER,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,"1,142.00",AKTIF,,,ID001958
3213205235 - IDEC BANDUNG GD. OASIS - OFFICE,3213205235,IDEC BANDUNG GD. OASIS,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 3,907.11,AKTIF,,,ID001968
3213205209 - GEDUNG R3 EXTENTION - OFFICE,3213205209,GEDUNG R3 EXTENTION,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 4,"1,348.02",AKTIF,,,ID001944
3213205213 - GEDUNG OLAHRAGA - OFFICE,3213205213,GEDUNG OLAHRAGA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 4,"3,338.07",AKTIF,,,ID001948
3213205218 - GEDUNG IBADAH MESJID DARUL IHSAN - IBADAH,3213205218,GEDUNG IBADAH MESJID DARUL IHSAN,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",IBADAH,KOTA BANDUNG,KAWASAN CORPU,KELAS 4,"1,752.00",AKTIF,,,ID001952
3213205220 - GEDUNG E LABORATORIUM & CATUDAYA - OFFICE,3213205220,GEDUNG E LABORATORIUM & CATUDAYA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 4,"1,203.00",AKTIF,,,ID001954
3213205225 - GEDUNG KOSONG LEARNING CENTER BANDUNG - IDLE,3213205225,GEDUNG KOSONG LEARNING CENTER BANDUNG,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",IDLE,KOTA BANDUNG,KAWASAN CORPU,KELAS 4,246.60,AKTIF,,,ID001959
3213205236 - GEDUNG KOSONG GD. UTAMA - IDLE,3213205236,GEDUNG KOSONG GD. UTAMA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",IDLE,KOTA BANDUNG,KAWASAN CORPU,KELAS 4,33.62,AKTIF,,,ID001969
3213205210 - GEDUNG POOL KBM - OFFICE,3213205210,GEDUNG POOL KBM,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,175.00,AKTIF,,,ID001945
3213205212 - GEDUNG HYDRO WATER TANK - OFFICE,3213205212,GEDUNG HYDRO WATER TANK,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,272.00,AKTIF,,,ID001947
3213205219 - GEDUNG LAPANGAN TEMBAK - OFFICE,3213205219,GEDUNG LAPANGAN TEMBAK,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",OFFICE,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,934.01,AKTIF,,,ID001953
3213205226 - GUDANG GEDUNG K KELAS EXT 1 - GUDANG,3213205226,GUDANG GEDUNG K KELAS EXT 1,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",GUDANG,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,261.00,AKTIF,,,ID001960
3213205227 - GUDANG GEDUNG K KELAS EXT 2 - GUDANG,3213205227,GUDANG GEDUNG K KELAS EXT 2,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",GUDANG,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,332.00,AKTIF,,,ID001961
3213205230 - GUDANG RUMAH DINAS 5 ADMINISTRASI - GUDANG,3213205230,GUDANG RUMAH DINAS 5 ADMINISTRASI,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",GUDANG,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,20.92,AKTIF,,,ID001964
3213205237 - GUDANG GD. UTAMA - GUDANG,3213205237,GUDANG GD. UTAMA,JAWA BARAT,CORPU,TR3,"JL. GEGERKALONG HILIR NO. 47, BANDUNG KOTA",GUDANG,KOTA BANDUNG,KAWASAN CORPU,KELAS 5,227.50,AKTIF,,,ID001970
3233200101 - WITEL CIREBON / STO CIREBON - OFFICE,3233200101,WITEL CIREBON / STO CIREBON,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PAGONGAN NO. 11, RT. 02/04, KEL. PEKALANGAN, KEC. PEKALIPAN. CIREBON KOTA",OFFICE,KOTA CIREBON,PRIANGAN TIMUR,KELAS 2,"5,438.28",AKTIF,,,ID002023
3233200102 - GUDANG WITEL CIREBON - GUDANG,3233200102,GUDANG WITEL CIREBON,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PAGONGAN NO. 11, RT. 02/04, KEL. PEKALANGAN, KEC. PEKALIPAN. CIREBON KOTA",GUDANG,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,114.15,AKTIF,,,ID002024
3233200103 - GEDUNG KOSONG WITEL CIREBON - IDLE,3233200103,GEDUNG KOSONG WITEL CIREBON,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PAGONGAN NO. 11, RT. 02/04, KEL. PEKALANGAN, KEC. PEKALIPAN. CIREBON KOTA",IDLE,KOTA CIREBON,PRIANGAN TIMUR,KELAS 4,449.91,AKTIF,,,ID002025
3233200104 - WITEL CIREBON - UTILITY,3233200104,WITEL CIREBON,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. PAGONGAN NO. 11, RT. 02/04, KEL. PEKALANGAN, KEC. PEKALIPAN. CIREBON KOTA",UTILITY,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,283.69,AKTIF,,,ID002026
3233200201 - EKS CATEL HAURGEULIS - OFFICE,3233200201,EKS CATEL HAURGEULIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JEND SUDIRMAN NO.16, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,311.61,AKTIF,,,ID002027
3233200202 - EKS CATEL HAURGEULIS - UTILITY,3233200202,EKS CATEL HAURGEULIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JEND SUDIRMAN NO.16, KAB. INDRAMAYU",UTILITY,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,18.00,AKTIF,,,ID002028
3233200203 - HALAMAN EKS CATEL HAURGEULIS - HALAMAN,3233200203,HALAMAN EKS CATEL HAURGEULIS,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. JEND SUDIRMAN NO.16, KAB. INDRAMAYU",HALAMAN,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 6,645.50,AKTIF,,,ID002029
3233200301 - GUDANG YOS SODARSO - OFFICE,3233200301,GUDANG YOS SODARSO,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KEBUMEN NO. 40, CIREBON KOTA",OFFICE,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,334.88,AKTIF,,,ID002030
3233200302 - GUDANG YOS SUDARSO - GUDANG,3233200302,GUDANG YOS SUDARSO,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KEBUMEN NO. 40, CIREBON KOTA",GUDANG,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,392.75,AKTIF,,,ID002031
3233200303 - GUDANG YOS SODARSO - UTILITY,3233200303,GUDANG YOS SODARSO,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KEBUMEN NO. 40, CIREBON KOTA",UTILITY,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,7.70,AKTIF,,,ID002032
3233200401 - PLASA INDRAMAYU - OFFICE,3233200401,PLASA INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. GATOT SUBROTO NO. 42, INDRAMAYU, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 3,202.10,AKTIF,,,ID002033
3233200402 - GEDUNG KOSONG PLASA INDRAMAYU - IDLE,3233200402,GEDUNG KOSONG PLASA INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. GATOT SUBROTO NO. 42, INDRAMAYU, KAB. INDRAMAYU",IDLE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,260.88,AKTIF,,,ID002034
3233200403 - PLASA INDRAMAYU - UTILITY,3233200403,PLASA INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. GATOT SUBROTO NO. 42, INDRAMAYU, KAB. INDRAMAYU",UTILITY,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,19.25,AKTIF,,,ID002035
3233200404 - HALAMAN PLASA INDRAMAYU - HALAMAN,3233200404,HALAMAN PLASA INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. GATOT SUBROTO NO. 42, INDRAMAYU, KAB. INDRAMAYU",HALAMAN,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 6,"1,238.04",AKTIF,,,ID002036
3233200501 - GUDANG PLASA SILIWANGI - GUDANG,3233200501,GUDANG PLASA SILIWANGI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SILIWANGI NO. 13, KESENDEN, CIREBON KOTA",GUDANG,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,15.02,AKTIF,,,ID002037
3233200502 - GEDUNG KOSONG PLASA SILIWANGI - IDLE,3233200502,GEDUNG KOSONG PLASA SILIWANGI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SILIWANGI NO. 13, KESENDEN, CIREBON KOTA",IDLE,KOTA CIREBON,PRIANGAN TIMUR,KELAS 4,173.04,AKTIF,,,ID002038
3233200503 - PLASA SILIWANGI - UTILITY,3233200503,PLASA SILIWANGI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. SILIWANGI NO. 13, KESENDEN, CIREBON KOTA",UTILITY,KOTA CIREBON,PRIANGAN TIMUR,KELAS 5,27.28,AKTIF,,,ID002039
3233200601 - STO ARJAWINANGUN - OFFICE,3233200601,STO ARJAWINANGUN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KANTOR POS BLOK MAKMUR NO. 12, RT. 02/01, KEL. - KEC. ARJAWINANGUN, KAB. CIREBON",OFFICE,KAB. CIREBON,PRIANGAN TIMUR,KELAS 4,430.80,AKTIF,,,ID002040
3233200602 - GUDANG ARJAWINANGUN - GUDANG,3233200602,GUDANG ARJAWINANGUN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KANTOR POS BLOK MAKMUR NO. 12, RT. 02/01, KEL. - KEC. ARJAWINANGUN, KAB. CIREBON",GUDANG,KAB. CIREBON,PRIANGAN TIMUR,KELAS 5,28.93,AKTIF,,,ID002041
3233200603 - GEDUNG KOSONG ARJAWINANGUN - IDLE,3233200603,GEDUNG KOSONG ARJAWINANGUN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KANTOR POS BLOK MAKMUR NO. 12, RT. 02/01, KEL. - KEC. ARJAWINANGUN, KAB. CIREBON",IDLE,KAB. CIREBON,PRIANGAN TIMUR,KELAS 4,186.69,AKTIF,,,ID002042
3233200701 - STO BALONGAN - OFFICE,3233200701,STO BALONGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,232.79,AKTIF,,,ID002043
3233200702 - GUDANG BALONGAN - GUDANG,3233200702,GUDANG BALONGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, KAB. INDRAMAYU",GUDANG,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,22.94,AKTIF,,,ID002044
3233200703 - HALAMAN STO BALONGAN - HALAMAN,3233200703,HALAMAN STO BALONGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, KAB. INDRAMAYU",HALAMAN,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 6,"1,264.00",AKTIF,,,ID002045
3233200801 - STO CIKIJING - OFFICE,3233200801,STO CIKIJING,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA GUMURUH NO. 7, RT. 05/02, KEL. KASTURI, KEC. CIKIJING, KAB. MAJALENGKA",OFFICE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,310.83,AKTIF,,,ID002046
3233200802 - GUDANG CIKIJING - GUDANG,3233200802,GUDANG CIKIJING,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA GUMURUH NO. 7, RT. 05/02, KEL. KASTURI, KEC. CIKIJING, KAB. MAJALENGKA",GUDANG,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 5,43.42,AKTIF,,,ID002047
3233200803 - HALAMAN STO CIKIJING - HALAMAN,3233200803,HALAMAN STO CIKIJING,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA GUMURUH NO. 7, RT. 05/02, KEL. KASTURI, KEC. CIKIJING, KAB. MAJALENGKA",HALAMAN,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 6,"1,103.69",AKTIF,,,ID002048
3233200901 - STO INDRAMAYU - OFFICE,3233200901,STO INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. S. PARMAN NO. 42, KEL. MARGADADI, KEC. INDRAMAYU, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,360.15,AKTIF,,,ID002049
3233200902 - GUDANG INDRAMAYU - GUDANG,3233200902,GUDANG INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. S. PARMAN NO. 42, KEL. MARGADADI, KEC. INDRAMAYU, KAB. INDRAMAYU",GUDANG,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,29.38,AKTIF,,,ID002050
3233200903 - GEDUNG KOSONG INDRAMAYU - IDLE,3233200903,GEDUNG KOSONG INDRAMAYU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. S. PARMAN NO. 42, KEL. MARGADADI, KEC. INDRAMAYU, KAB. INDRAMAYU",IDLE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,23.37,AKTIF,,,ID002051
3233201001 - STO JAMBLANG - OFFICE,3233201001,STO JAMBLANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA OTISTA NO. 13, RT. 03/03, KEL. KLANGENAN, KEC. KLANGENAN, KAB. CIREBON",OFFICE,KAB. CIREBON,PRIANGAN TIMUR,KELAS 4,279.10,AKTIF,,,ID002052
3233201002 - GUDANG JAMBLANG - GUDANG,3233201002,GUDANG JAMBLANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA OTISTA NO. 13, RT. 03/03, KEL. KLANGENAN, KEC. KLANGENAN, KAB. CIREBON",GUDANG,KAB. CIREBON,PRIANGAN TIMUR,KELAS 5,75.15,AKTIF,,,ID002053
3233201101 - STO JATIBARANG - OFFICE,3233201101,STO JATIBARANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR DASUKI NO. 46, KAB. INDRAMAYU",OFFICE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,375.02,AKTIF,,,ID002054
3233201102 - GUDANG JATIBARANG - GUDANG,3233201102,GUDANG JATIBARANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR DASUKI NO. 46, KAB. INDRAMAYU",GUDANG,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 5,9.07,AKTIF,,,ID002055
3233201103 - GEDUNG KOSONG JATIBARANG - IDLE,3233201103,GEDUNG KOSONG JATIBARANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MAYOR DASUKI NO. 46, KAB. INDRAMAYU",IDLE,KAB. INDRAMAYU,PRIANGAN TIMUR,KELAS 4,22.67,AKTIF,,,ID002056
3233201201 - STO JATIWANGI - OFFICE,3233201201,STO JATIWANGI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. AHMAD YANI NO. 3, JATIWANGI - MAJALENGKA, KAB. MAJALENGKA",OFFICE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,290.85,AKTIF,,,ID002057
3233201202 - GUDANG JATIWANGI - GUDANG,3233201202,GUDANG JATIWANGI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. AHMAD YANI NO. 3, JATIWANGI - MAJALENGKA, KAB. MAJALENGKA",GUDANG,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 5,20.57,AKTIF,,,ID002058
3233201203 - HALAMAN STO JATIWANGI - HALAMAN,3233201203,HALAMAN STO JATIWANGI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. AHMAD YANI NO. 3, JATIWANGI - MAJALENGKA, KAB. MAJALENGKA",HALAMAN,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 6,356.49,AKTIF,,,ID002059
3233201301 - STO KADIPATEN - OFFICE,3233201301,STO KADIPATEN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA TIMUR KADIPATEN NO.2, KAB. MAJALENGKA",OFFICE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,274.22,AKTIF,,,ID002060
3233201302 - GUDANG KADIPATEN - GUDANG,3233201302,GUDANG KADIPATEN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA TIMUR KADIPATEN NO.2, KAB. MAJALENGKA",GUDANG,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 5,23.57,AKTIF,,,ID002061
3233201303 - GEDUNG KOSONG KADIPATEN - IDLE,3233201303,GEDUNG KOSONG KADIPATEN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA TIMUR KADIPATEN NO.2, KAB. MAJALENGKA",IDLE,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 4,100.82,AKTIF,,,ID002062
3233201304 - HALAMAN STO KADIPATEN - HALAMAN,3233201304,HALAMAN STO KADIPATEN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA TIMUR KADIPATEN NO.2, KAB. MAJALENGKA",HALAMAN,KAB. MAJALENGKA,PRIANGAN TIMUR,KELAS 6,518.12,AKTIF,,,ID002063
3233201401 - STO KANCI - OFFICE,3233201401,STO KANCI,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA KANCI KM. 10, KANCI - CIREBON, KAB. CIREBON",OFFICE,KAB. CIREBON,PRIANGAN TIMUR,KELAS 4,330.54,AKTIF,,,ID002064
